°üÃø¼Ò¸í:°æÆ÷´ëÇØ¼ö¿åÀå
À§µµ:37.808972
°æµµ:128.931889
°üÃø½Ã°£	À¯¼Ó(cm/s)	À¯Çâ(16points)	À¯Çâ(deg)	¼ö¿Â(¡É)	À¯ÀÇÆÄ°í(m)	À¯ÀÇÆÄÁÖ±â(sec)	ÃÖ´ëÆÄ°í(m)	ÃÖ´ëÆÄÁÖ±â(sec)	Ç³¼Ó(m/s)		Ç³Çâ(deg)	±â¿Â(¡É)	±â¾Ð(hPa)	½ÃÁ¤(m)	ÆÄÇâ(deg)	
2023/11/01 00:55:00	23.6	ºÏ¼­	311	17.82	0.21	6.1	0.29	6.0	7.3	³²³²¼­	212	19.8	1017.3	-	74	
2023/11/01 01:00:00	21.7	ºÏ¼­	310	17.83	0.17	5.7	0.24	6.0	7.2	³²³²¼­	208	19.8	1017.3	-	90	
2023/11/01 01:05:00	20.1	ºÏ¼­	304	17.86	0.16	5.7	0.21	7.0	6.9	³²³²¼­	206	19.9	1017.3	-	101	
2023/11/01 01:10:00	21.8	ºÏ¼­	310	17.87	0.17	5.9	0.24	7.0	6.1	³²¼­	215	19.8	1017.3	-	85	
2023/11/01 01:15:00	21.0	ºÏ¼­	312	17.88	0.16	5.5	0.21	4.5	5.7	³²³²¼­	213	19.7	1017.3	-	8	
2023/11/01 01:20:00	20.7	ºÏ¼­	315	17.87	0.19	5.9	0.27	6.0	5.5	³²³²¼­	212	19.7	1017.4	-	97	
2023/11/01 01:25:00	19.3	ºÏ¼­	304	17.85	0.17	5.9	0.22	7.0	5.2	³²¼­	216	19.7	1017.4	-	63	
2023/11/01 01:30:00	21.2	ºÏ¼­	306	17.86	0.17	5.7	0.24	4.5	4.0	³²¼­	216	19.5	1017.5	-	108	
2023/11/01 01:35:00	19.3	ºÏ¼­	305	17.93	0.16	5.9	0.25	5.5	4.2	³²¼­	227	19.7	1017.5	-	97	
2023/11/01 01:40:00	20.4	ºÏ¼­	313	17.94	0.16	5.5	0.27	5.5	4.7	³²¼­	219	19.9	1017.5	-	97	
2023/11/01 01:45:00	17.2	ºÏ¼­	307	17.96	0.16	5.1	0.24	4.5	2.3	³²¼­	224	19.7	1017.6	-	72	
2023/11/01 01:50:00	18.6	ºÏ¼­	310	17.97	0.17	5.5	0.24	5.5	3.7	¼­³²¼­	249	19.5	1017.6	-	88	
2023/11/01 01:55:00	18.2	ºÏ¼­	307	17.98	0.18	5.9	0.24	6.0	2.7	¼­³²¼­	244	19.3	1017.6	-	74	
2023/11/01 02:00:00	17.4	ºÏ¼­	311	18.00	0.15	5.4	0.26	5.0	4.0	³²¼­	234	19.3	1017.5	-	128	
2023/11/01 02:05:00	17.1	ºÏ¼­	317	17.97	0.15	5.5	0.20	6.0	3.6	³²¼­	231	19.4	1017.5	-	124	
2023/11/01 02:10:00	13.6	ºÏ¼­	317	17.97	0.15	5.6	0.26	4.5	2.8	³²¼­	214	19.5	1017.6	-	93	
2023/11/01 02:15:00	14.1	ºÏ¼­	324	17.98	0.15	5.4	0.21	5.5	1.6	³²³²¼­	192	19.4	1017.7	-	25	
2023/11/01 02:20:00	13.7	ºÏºÏ¼­	341	17.92	0.18	5.3	0.29	5.0	0.9	ºÏºÏ¼­	343	19.4	1017.7	-	42	
2023/11/01 02:25:00	12.8	ºÏºÏ¼­	345	17.91	0.17	5.1	0.24	4.5	2.2	ºÏºÏ¼­	337	18.4	1017.7	-	69	
2023/11/01 02:30:00	12.5	ºÏ¼­	324	17.92	0.16	5.1	0.20	5.0	0.7	ºÏºÏ¼­	344	18.0	1017.7	-	12	
2023/11/01 02:35:00	13.2	ºÏ¼­	304	17.89	0.17	5.3	0.26	5.0	3.2	ºÏ¼­	322	17.6	1017.8	-	125	
2023/11/01 02:40:00	14.7	¼­ºÏ¼­	302	17.87	0.17	5.5	0.24	5.5	3.3	ºÏ¼­	319	17.3	1017.8	-	122	
2023/11/01 02:45:00	15.9	¼­ºÏ¼­	301	17.85	0.14	5.6	0.24	5.5	3.4	ºÏ¼­	320	17.0	1017.8	-	41	
2023/11/01 02:50:00	17.9	¼­ºÏ¼­	292	17.89	0.17	5.0	0.24	6.0	2.7	ºÏ¼­	313	17.0	1017.9	-	93	
2023/11/01 02:55:00	15.7	¼­ºÏ¼­	298	17.90	0.17	5.5	0.26	5.5	1.8	¼­ºÏ¼­	303	17.3	1018.0	-	49	
2023/11/01 03:00:00	14.5	¼­ºÏ¼­	300	17.89	0.14	5.6	0.19	5.0	1.4	ºÏºÏ¼­	332	17.0	1018.0	-	88	
2023/11/01 03:05:00	14.9	¼­ºÏ¼­	297	17.88	0.18	5.8	0.27	5.5	2.0	ºÏºÏ¼­	327	17.1	1018.1	-	70	
2023/11/01 03:10:00	17.5	¼­ºÏ¼­	302	17.89	0.16	5.4	0.25	5.0	2.4	ºÏ¼­	317	17.4	1018.1	-	46	
2023/11/01 03:15:00	17.9	ºÏ¼­	307	17.89	0.14	5.0	0.19	5.5	2.1	ºÏ¼­	311	17.5	1018.0	-	84	
2023/11/01 03:20:00	18.5	ºÏ¼­	304	17.91	0.15	5.5	0.18	5.5	2.3	ºÏ¼­	313	17.7	1018.0	-	87	
2023/11/01 03:25:00	17.4	ºÏ¼­	306	17.91	0.17	5.4	0.21	5.5	2.3	ºÏ¼­	314	17.7	1018.0	-	53	
2023/11/01 03:30:00	19.3	ºÏ¼­	309	17.88	0.15	4.9	0.25	5.0	2.4	¼­ºÏ¼­	301	18.1	1018.1	-	19	
2023/11/01 03:35:00	17.5	ºÏ¼­	308	17.88	0.17	5.2	0.28	6.0	2.2	ºÏ¼­	311	18.1	1018.0	-	57	
2023/11/01 03:40:00	15.2	ºÏ¼­	308	17.85	0.16	5.4	0.22	4.5	1.7	ºÏ¼­	309	17.8	1018.0	-	94	
2023/11/01 03:45:00	18.5	ºÏ¼­	311	17.85	0.17	5.5	0.22	6.0	2.0	¼­³²¼­	258	17.9	1018.0	-	33	
2023/11/01 03:50:00	18.4	ºÏ¼­	307	17.84	0.18	5.3	0.23	5.0	1.5	¼­³²¼­	255	18.3	1017.9	-	41	
2023/11/01 03:55:00	20.1	¼­ºÏ¼­	302	17.82	0.16	4.7	0.24	5.0	0.9	¼­³²¼­	244	18.3	1017.9	-	113	
2023/11/01 04:00:00	20.7	¼­ºÏ¼­	300	17.83	0.15	5.3	0.20	5.0	2.6	¼­³²¼­	249	18.9	1017.9	-	9	
2023/11/01 04:05:00	19.0	¼­ºÏ¼­	296	17.83	0.18	5.6	0.26	5.5	1.1	³²¼­	231	19.2	1017.9	-	111	
2023/11/01 04:10:00	22.9	¼­ºÏ¼­	289	17.96	0.17	4.9	0.22	6.0	2.2	³²	186	18.9	1017.8	-	88	
2023/11/01 04:15:00	23.1	¼­	281	18.02	0.17	5.3	0.26	5.0	2.0	³²	188	19.2	1017.9	-	99	
2023/11/01 04:20:00	19.6	¼­ºÏ¼­	283	18.00	0.17	4.8	0.28	5.5	2.7	³²	188	19.0	1017.9	-	55	
2023/11/01 04:25:00	18.6	¼­	280	17.97	0.17	4.9	0.25	5.0	4.0	³²³²¼­	203	19.2	1017.8	-	77	
2023/11/01 04:30:00	17.6	¼­	277	17.96	0.19	4.6	0.25	4.0	3.5	³²¼­	224	19.0	1017.9	-	226	
2023/11/01 04:35:00	19.1	¼­	276	17.99	0.19	4.8	0.27	5.0	3.0	¼­³²¼­	238	18.8	1017.9	-	53	
2023/11/01 04:40:00	16.1	¼­	276	18.00	0.17	4.9	0.20	4.5	3.5	¼­³²¼­	237	18.1	1017.9	-	82	
2023/11/01 04:45:00	12.0	¼­	266	18.02	0.17	5.1	0.30	4.5	3.8	¼­³²¼­	244	18.1	1018.0	-	90	
2023/11/01 04:50:00	11.9	¼­	267	17.99	0.18	4.9	0.25	5.0	3.8	¼­³²¼­	246	18.5	1017.9	-	182	
2023/11/01 04:55:00	13.1	¼­	261	17.97	0.23	4.2	0.36	4.0	3.7	³²¼­	232	18.6	1017.8	-	151	
2023/11/01 05:00:00	13.2	¼­	271	17.91	0.22	4.3	0.39	4.0	4.5	¼­³²¼­	239	18.8	1017.7	-	264	
2023/11/01 05:05:00	10.5	¼­	263	17.84	0.23	4.5	0.32	6.5	5.7	³²¼­	236	19.1	1017.7	-	188	
2023/11/01 05:10:00	8.8	¼­	265	17.76	0.21	4.5	0.34	4.5	5.3	¼­³²¼­	237	18.9	1017.7	-	165	
2023/11/01 05:15:00	7.5	¼­³²¼­	258	17.70	0.28	4.4	0.36	4.5	5.6	¼­³²¼­	238	18.8	1017.7	-	157	
2023/11/01 05:20:00	4.4	¼­	259	17.70	0.26	4.2	0.39	5.0	5.8	¼­³²¼­	239	19.0	1017.6	-	189	
2023/11/01 05:25:00	2.0	³²³²¼­	213	17.65	0.23	4.0	0.34	4.0	5.7	¼­³²¼­	238	19.0	1017.6	-	305	
2023/11/01 05:30:00	4.5	¼­³²¼­	254	17.65	0.27	4.0	0.37	3.5	7.2	¼­³²¼­	243	19.2	1017.5	-	242	
2023/11/01 05:35:00	3.4	³²¼­	223	17.68	0.24	4.2	0.35	3.5	5.9	¼­³²¼­	246	19.2	1017.6	-	180	
2023/11/01 05:40:00	1.2	ºÏºÏµ¿	14	17.68	0.23	3.9	0.34	6.0	7.3	¼­³²¼­	238	19.1	1017.6	-	166	
2023/11/01 05:45:00	3.6	µ¿³²µ¿	115	17.75	0.20	4.1	0.28	5.0	7.2	¼­³²¼­	238	19.1	1017.6	-	291	
2023/11/01 05:50:00	4.5	µ¿³²µ¿	123	17.76	0.25	4.1	0.35	4.0	6.6	³²¼­	236	19.1	1017.6	-	242	
2023/11/01 05:55:00	5.0	µ¿³²µ¿	118	17.77	0.23	4.1	0.34	4.0	7.5	³²¼­	236	19.1	1017.6	-	182	
2023/11/01 06:00:00	5.9	µ¿³²µ¿	108	17.77	0.19	4.6	0.25	4.0	6.8	³²¼­	235	19.1	1017.6	-	283	
2023/11/01 06:05:00	5.2	µ¿	81	17.78	0.19	4.8	0.29	4.5	7.3	³²¼­	232	19.1	1017.5	-	104	
2023/11/01 06:10:00	5.5	µ¿ºÏµ¿	57	17.77	0.19	4.2	0.25	4.5	7.6	³²¼­	233	19.1	1017.5	-	357	
2023/11/01 06:15:00	3.9	µ¿ºÏµ¿	60	17.77	0.19	4.2	0.31	3.0	7.2	³²¼­	229	19.1	1017.6	-	86	
2023/11/01 06:20:00	2.4	ºÏºÏµ¿	13	17.73	0.21	4.5	0.26	4.5	6.7	³²¼­	226	19.2	1017.6	-	251	
2023/11/01 06:25:00	4.1	ºÏµ¿	44	17.77	0.18	4.1	0.21	3.5	6.1	³²¼­	232	19.1	1017.6	-	308	
2023/11/01 06:30:00	4.8	ºÏºÏµ¿	19	17.73	0.20	4.3	0.27	4.0	6.6	³²¼­	235	19.0	1017.6	-	289	
2023/11/01 06:35:00	6.5	ºÏµ¿	48	17.75	0.20	4.3	0.28	5.0	6.6	³²¼­	228	19.0	1017.5	-	262	
2023/11/01 06:40:00	6.6	ºÏµ¿	34	17.76	0.20	4.5	0.27	4.5	6.2	³²¼­	229	19.0	1017.4	-	278	
2023/11/01 06:45:00	6.1	ºÏºÏµ¿	27	17.76	0.21	4.1	0.27	4.5	6.9	³²¼­	229	18.9	1017.3	-	307	
2023/11/01 06:50:00	8.0	ºÏµ¿	42	17.76	0.20	4.2	0.34	4.5	6.6	³²¼­	227	19.0	1017.2	-	166	
2023/11/01 06:55:00	8.0	ºÏµ¿	40	17.75	0.15	4.1	0.19	3.0	6.7	³²¼­	225	19.0	1017.1	-	263	
2023/11/01 07:00:00	9.4	ºÏµ¿	39	17.75	0.17	3.8	0.31	4.0	6.6	³²¼­	219	19.0	1017.0	-	325	
2023/11/01 07:05:00	8.1	ºÏµ¿	40	17.76	0.19	4.4	0.30	4.5	6.8	³²¼­	221	19.1	1016.9	-	289	
2023/11/01 07:10:00	13.2	ºÏµ¿	35	17.75	0.16	3.8	0.27	4.0	7.0	³²¼­	221	19.1	1016.9	-	150	
2023/11/01 07:15:00	12.0	ºÏµ¿	38	17.76	0.20	3.9	0.28	4.0	7.7	³²¼­	231	19.1	1017.0	-	275	
2023/11/01 07:20:00	14.3	ºÏµ¿	37	17.73	0.19	3.9	0.30	4.0	6.9	³²¼­	230	19.0	1017.1	-	279	
2023/11/01 07:25:00	15.9	ºÏºÏµ¿	33	17.69	0.17	3.9	0.24	4.0	8.0	³²¼­	232	19.0	1017.1	-	258	
2023/11/01 07:30:00	16.7	ºÏºÏµ¿	25	17.66	0.15	4.3	0.21	4.5	8.8	³²¼­	230	19.1	1017.2	-	112	
2023/11/01 07:35:00	13.5	ºÏºÏµ¿	22	17.64	0.15	4.3	0.21	5.0	8.9	³²¼­	230	19.1	1017.2	-	262	
2023/11/01 07:40:00	14.5	ºÏºÏµ¿	25	17.61	0.19	3.6	0.26	4.0	8.1	³²¼­	229	19.2	1017.3	-	239	
2023/11/01 07:45:00	12.2	ºÏºÏµ¿	28	17.57	0.20	4.0	0.28	4.0	8.6	³²¼­	228	19.2	1017.2	-	81	
2023/11/01 07:50:00	13.7	ºÏºÏµ¿	25	17.54	0.22	4.0	0.41	3.0	8.4	³²¼­	225	19.1	1017.1	-	316	
2023/11/01 07:55:00	14.4	ºÏºÏµ¿	16	17.56	0.16	3.8	0.28	3.0	7.9	³²¼­	231	19.2	1017.3	-	285	
2023/11/01 08:00:00	12.5	ºÏ	10	17.53	0.16	3.8	0.26	4.5	6.7	³²¼­	233	19.2	1017.3	-	301	
2023/11/01 08:05:00	11.1	ºÏ	1	17.52	0.15	4.3	0.21	2.5	7.5	¼­³²¼­	237	19.3	1017.4	-	302	
2023/11/01 08:10:00	12.0	ºÏºÏ¼­	341	17.54	0.15	4.4	0.20	5.0	7.3	¼­³²¼­	238	19.4	1017.5	-	125	
2023/11/01 08:15:00	12.6	ºÏ	352	17.54	0.15	4.3	0.21	4.5	6.4	¼­³²¼­	238	19.5	1017.5	-	110	
2023/11/01 08:20:00	11.5	ºÏ	356	17.53	0.16	4.6	0.21	3.5	7.0	³²¼­	236	19.5	1017.7	-	291	
2023/11/01 08:25:00	11.2	ºÏ	358	17.51	0.15	4.9	0.22	3.5	6.5	³²¼­	231	19.6	1017.6	-	96	
2023/11/01 08:30:00	10.8	ºÏ	353	17.51	0.15	4.7	0.21	6.0	6.2	³²¼­	227	19.6	1017.5	-	107	
2023/11/01 08:35:00	10.9	ºÏ	350	17.50	0.17	4.4	0.25	4.5	6.3	³²¼­	233	19.7	1017.6	-	297	
2023/11/01 08:40:00	11.1	ºÏ	355	17.52	0.15	4.5	0.21	3.5	6.5	³²¼­	232	19.8	1017.6	-	118	
2023/11/01 08:45:00	9.3	ºÏºÏ¼­	343	17.52	0.15	4.6	0.20	3.5	5.2	³²¼­	231	19.9	1017.5	-	119	
2023/11/01 08:50:00	11.1	ºÏ	353	17.52	0.16	4.0	0.25	3.0	5.5	³²¼­	234	19.9	1017.6	-	283	
2023/11/01 08:55:00	8.3	ºÏºÏ¼­	340	17.50	0.15	4.6	0.20	6.5	6.2	³²¼­	230	20.0	1017.5	-	63	
2023/11/01 09:00:00	10.5	ºÏºÏ¼­	346	17.51	0.13	4.1	0.25	3.5	6.3	³²¼­	228	20.1	1017.4	-	83	
2023/11/01 09:05:00	8.7	ºÏºÏ¼­	341	17.52	0.14	5.0	0.19	3.5	6.4	³²¼­	226	20.2	1017.2	-	64	
2023/11/01 09:10:00	8.3	ºÏºÏ¼­	343	17.55	0.17	3.9	0.33	3.0	6.8	³²¼­	228	20.2	1017.2	-	118	
2023/11/01 09:15:00	9.2	ºÏ¼­	323	17.54	0.17	3.7	0.25	3.5	5.7	¼­³²¼­	238	20.2	1017.2	-	120	
2023/11/01 09:20:00	8.7	ºÏºÏ¼­	336	17.52	0.16	4.0	0.22	3.0	6.6	¼­³²¼­	239	20.3	1017.2	-	139	
2023/11/01 09:25:00	5.6	ºÏºÏ¼­	347	17.50	0.13	4.4	0.20	4.5	7.1	¼­³²¼­	242	20.3	1017.1	-	165	
2023/11/01 09:30:00	6.4	ºÏºÏ¼­	342	17.53	0.15	3.8	0.23	3.0	7.0	¼­³²¼­	238	20.4	1017.2	-	291	
2023/11/01 09:35:00	6.8	ºÏºÏ¼­	346	17.51	0.15	4.1	0.21	4.5	6.7	¼­³²¼­	239	20.2	1017.0	-	341	
2023/11/01 09:40:00	7.1	ºÏ	351	17.53	0.14	4.3	0.19	3.5	8.8	³²¼­	236	20.3	1016.9	-	195	
2023/11/01 09:45:00	7.7	ºÏ¼­	322	17.51	0.14	4.4	0.18	6.0	8.1	¼­³²¼­	239	20.3	1017.0	-	96	
2023/11/01 09:50:00	9.2	ºÏºÏ¼­	348	17.49	0.14	4.2	0.21	6.0	7.8	¼­³²¼­	240	20.3	1017.0	-	95	
2023/11/01 09:55:00	9.5	ºÏºÏ¼­	344	17.48	0.13	4.5	0.20	5.5	7.9	¼­³²¼­	247	20.3	1017.1	-	145	
2023/11/01 10:00:00	8.5	ºÏ¼­	316	17.48	0.14	4.2	0.19	6.0	7.8	¼­³²¼­	248	20.2	1017.2	-	56	
2023/11/01 10:05:00	10.2	ºÏºÏ¼­	344	17.48	0.15	4.0	0.23	5.5	6.9	¼­³²¼­	243	20.3	1017.1	-	65	
2023/11/01 10:10:00	9.9	ºÏºÏ¼­	344	17.48	0.16	4.0	0.22	3.0	8.0	¼­³²¼­	238	20.3	1017.1	-	88	
2023/11/01 10:15:00	11.2	ºÏºÏ¼­	332	17.48	0.14	4.1	0.18	4.5	8.2	¼­³²¼­	241	20.4	1017.0	-	302	
2023/11/01 10:20:00	11.1	ºÏºÏ¼­	342	17.46	0.15	4.6	0.19	3.5	7.4	³²¼­	236	20.6	1016.9	-	280	
2023/11/01 10:25:00	11.1	ºÏºÏ¼­	330	17.46	0.14	4.6	0.22	4.0	6.0	³²¼­	236	20.6	1017.1	-	278	
2023/11/01 10:30:00	12.2	ºÏºÏ¼­	335	17.46	0.14	4.7	0.26	3.5	7.0	¼­³²¼­	240	20.6	1017.0	-	305	
2023/11/01 10:35:00	10.6	ºÏºÏ¼­	336	17.44	0.13	4.5	0.22	6.0	6.8	¼­³²¼­	240	20.6	1016.9	-	89	
2023/11/01 10:40:00	11.8	ºÏºÏ¼­	333	17.42	0.15	3.8	0.21	6.0	6.4	³²¼­	223	20.7	1016.7	-	128	
2023/11/01 10:45:00	14.2	ºÏ¼­	320	17.38	0.16	3.8	0.22	2.5	5.4	³²¼­	225	20.8	1016.5	-	169	
2023/11/01 10:50:00	23.3	ºÏ¼­	324	17.43	0.13	4.7	0.17	4.5	5.6	³²¼­	226	21.1	1016.5	-	115	
2023/11/01 10:55:00	25.8	ºÏ¼­	324	17.37	0.17	5.3	0.20	7.5	6.5	³²¼­	222	21.3	1016.3	-	102	
2023/11/01 11:00:00	22.4	ºÏ¼­	324	17.38	0.19	5.1	0.28	4.0	6.4	³²¼­	229	21.6	1016.2	-	101	
2023/11/01 11:05:00	20.0	ºÏ¼­	318	17.38	0.19	4.8	0.26	3.5	5.3	³²¼­	216	21.8	1016.3	-	282	
2023/11/01 11:10:00	25.6	ºÏ¼­	312	17.59	0.19	4.5	0.31	4.5	5.4	³²³²¼­	202	21.6	1016.2	-	144	
2023/11/01 11:15:00	24.5	ºÏ¼­	316	17.77	0.19	4.4	0.25	4.0	4.7	³²³²¼­	197	21.7	1016.2	-	326	
2023/11/01 11:20:00	22.8	ºÏ¼­	313	17.86	0.17	4.1	0.25	4.0	3.2	¼­³²¼­	241	22.1	1016.1	-	317	
2023/11/01 11:25:00	22.4	ºÏ¼­	313	17.88	0.17	4.0	0.25	4.5	6.0	¼­	262	22.4	1015.9	-	291	
2023/11/01 11:30:00	26.2	ºÏ¼­	306	17.97	0.16	4.2	0.22	4.5	4.4	³²¼­	227	22.5	1016.0	-	328	
2023/11/01 11:35:00	35.3	ºÏ¼­	308	18.05	0.16	4.4	0.30	4.0	2.4	³²	185	22.9	1016.0	-	303	
2023/11/01 11:40:00	29.4	ºÏ¼­	309	18.00	0.11	3.2	0.23	3.2	3.4	³²	175	22.8	1015.8	-	61	
2023/11/01 11:45:00	31.4	ºÏ¼­	306	18.03	0.17	4.2	0.29	4.5	1.1	³²³²¼­	208	23.0	1015.7	-	176	
2023/11/01 11:50:00	26.8	¼­ºÏ¼­	303	17.95	0.19	4.1	0.34	4.5	1.5	¼­³²¼­	256	23.2	1015.6	-	197	
2023/11/01 11:55:00	25.5	¼­ºÏ¼­	302	17.94	0.17	4.2	0.22	5.5	5.1	³²¼­	232	23.0	1015.4	-	251	
2023/11/01 12:00:00	18.3	ºÏ¼­	323	17.89	0.15	4.2	0.25	3.5	4.7	¼­³²¼­	238	22.9	1015.3	-	238	
2023/11/01 12:05:00	18.7	ºÏºÏ¼­	334	17.90	0.15	4.1	0.21	3.5	4.6	¼­³²¼­	244	22.8	1015.1	-	251	
2023/11/01 12:10:00	16.8	ºÏºÏ¼­	343	17.89	0.15	4.2	0.22	5.0	5.2	¼­³²¼­	245	22.7	1015.0	-	58	
2023/11/01 12:15:00	13.1	ºÏ	349	17.93	0.15	5.2	0.19	5.0	5.7	¼­³²¼­	250	22.7	1014.9	-	113	
2023/11/01 12:20:00	10.5	ºÏºÏ¼­	328	17.90	0.16	4.3	0.21	4.5	7.2	¼­³²¼­	245	22.7	1014.7	-	225	
2023/11/01 12:25:00	7.1	ºÏ	352	17.98	0.17	4.6	0.26	4.0	7.8	¼­³²¼­	246	22.6	1014.6	-	66	
2023/11/01 12:30:00	7.7	ºÏ	6	18.00	0.19	4.6	0.29	4.5	9.0	¼­³²¼­	243	22.5	1014.5	-	279	
2023/11/01 12:35:00	7.9	ºÏºÏµ¿	14	17.98	0.18	4.1	0.33	5.0	9.0	¼­³²¼­	245	22.7	1014.5	-	289	
2023/11/01 12:40:00	4.9	ºÏºÏµ¿	24	17.88	0.16	4.3	0.23	4.0	10.3	³²¼­	231	22.6	1014.4	-	296	
2023/11/01 12:45:00	9.0	ºÏºÏµ¿	23	17.84	0.18	4.0	0.28	4.0	9.9	³²¼­	235	22.6	1014.6	-	81	
2023/11/01 12:50:00	8.2	ºÏºÏµ¿	28	17.82	0.17	4.2	0.21	6.0	8.7	¼­³²¼­	237	22.8	1014.7	-	152	
2023/11/01 12:55:00	9.3	ºÏµ¿	38	17.79	0.15	4.5	0.20	4.5	8.1	¼­³²¼­	238	22.6	1014.7	-	271	
2023/11/01 13:00:00	9.4	ºÏºÏµ¿	30	17.82	0.15	4.3	0.20	5.0	9.3	³²¼­	236	22.6	1014.7	-	112	
2023/11/01 13:05:00	11.5	ºÏºÏµ¿	31	17.79	0.13	4.4	0.19	4.5	9.9	¼­³²¼­	237	22.6	1014.6	-	313	
2023/11/01 13:10:00	10.0	ºÏºÏµ¿	25	17.78	0.14	4.3	0.20	4.5	9.0	¼­³²¼­	240	22.7	1014.5	-	205	
2023/11/01 13:15:00	11.3	ºÏºÏµ¿	24	17.73	0.15	4.7	0.22	4.5	10.3	³²¼­	235	22.5	1014.4	-	224	
2023/11/01 13:20:00	8.1	ºÏ	356	17.73	0.16	4.7	0.18	4.0	9.5	³²¼­	236	22.6	1014.5	-	175	
2023/11/01 13:25:00	8.1	ºÏ	350	17.72	0.14	4.1	0.17	4.5	9.0	¼­³²¼­	239	22.6	1014.5	-	130	
2023/11/01 13:30:00	9.9	ºÏ	5	17.74	0.15	4.7	0.20	4.0	5.1	³²¼­	233	22.8	1014.6	-	102	
2023/11/01 13:35:00	6.5	ºÏ¼­	309	17.73	0.14	4.8	0.18	5.0	5.2	³²¼­	228	22.9	1014.5	-	96	
2023/11/01 13:40:00	7.7	ºÏ¼­	325	17.74	0.14	5.0	0.18	5.0	7.8	¼­³²¼­	247	22.8	1014.3	-	89	
2023/11/01 13:45:00	7.0	ºÏ¼­	315	17.75	0.18	4.8	0.29	4.5	8.0	¼­³²¼­	242	22.8	1014.2	-	168	
2023/11/01 13:50:00	6.8	ºÏ	4	17.72	0.15	4.8	0.24	5.0	5.3	³²¼­	224	22.8	1014.2	-	338	
2023/11/01 13:55:00	7.8	ºÏ	8	17.67	0.10	3.5	0.20	3.5	5.7	¼­³²¼­	247	23.0	1014.2	-	94	
2023/11/01 14:00:00	6.9	ºÏºÏ¼­	329	17.63	0.16	4.2	0.24	3.5	2.8	¼­³²¼­	240	22.8	1014.1	-	191	
2023/11/01 14:05:00	6.7	ºÏ	355	17.63	0.15	4.6	0.19	4.5	7.0	¼­³²¼­	239	22.7	1013.8	-	23	
2023/11/01 14:10:00	6.4	ºÏ	350	17.63	0.17	4.7	0.24	5.0	9.4	¼­³²¼­	240	22.3	1013.5	-	332	
2023/11/01 14:15:00	8.0	ºÏ	3	17.62	0.14	4.8	0.23	4.5	10.4	¼­³²¼­	245	22.2	1013.2	-	298	
2023/11/01 14:20:00	9.2	ºÏ¼­	304	17.70	0.21	3.8	0.36	2.5	11.5	¼­³²¼­	243	22.2	1013.0	-	117	
2023/11/01 14:25:00	7.1	ºÏºÏ¼­	342	17.68	0.23	2.9	0.37	2.5	11.5	¼­³²¼­	246	22.1	1012.9	-	244	
2023/11/01 14:30:00	8.0	ºÏºÏ¼­	344	17.66	0.40	2.6	0.58	2.5	12.0	¼­³²¼­	248	22.0	1012.9	-	257	
2023/11/01 14:35:00	4.9	ºÏ	9	17.61	0.38	2.6	0.50	2.5	12.9	¼­³²¼­	246	22.1	1012.9	-	242	
