관측소명:경포대해수욕장
위도:37.808972
경도:128.931889
관측시간	유속(cm/s)	유향(16points)	유향(deg)	수온(℃)	염분(PSU)	유의파고(m)	유의파주기(sec)	최대파고(m)	최대파주기(sec)	풍속(m/s)	풍향(16points)	풍향(deg)	기온(℃)	기압(hPa)	시정(m)	파향(deg)	
2021-01-01 06:55:00	4.6	남서	227	13.73	28.05	1.21	6.7	1.60	8.0	4.9	남남서	201	-4.0	1023.8	-	18	
2021-01-01 07:00:00	2.1	북북서	330	13.69	28.09	1.22	7.2	1.72	7.5	4.7	남남서	207	-4.1	1023.8	-	351	
2021-01-01 07:05:00	4.8	서북서	283	13.70	28.26	1.19	6.0	2.00	5.5	3.3	남남서	209	-4.1	1023.9	-	342	
2021-01-01 07:10:00	6.0	북서	318	13.74	28.23	1.18	7.0	1.76	6.0	3.5	남서	219	-3.9	1023.8	-	12	
2021-01-01 07:15:00	2.1	남	186	13.73	28.38	1.11	6.0	1.32	6.0	4.0	남남서	212	-3.9	1023.8	-	346	
2021-01-01 07:20:00	5.2	북서	316	13.72	28.37	1.19	6.7	1.51	6.5	4.9	남서	222	-3.5	1023.8	-	7	
2021-01-01 07:25:00	3.7	남서	226	13.74	28.44	1.26	6.3	1.68	5.0	5.2	남서	218	-3.7	1023.8	-	3	
2021-01-01 07:30:00	4.9	서남서	252	13.70	28.26	1.13	6.5	1.36	6.5	5.6	남서	225	-3.7	1023.9	-	9	
2021-01-01 07:35:00	7.6	북서	313	13.70	28.40	1.20	6.5	1.91	6.5	4.4	남서	215	-3.8	1023.9	-	11	
2021-01-01 07:40:00	2.6	서북서	288	13.72	28.19	1.18	6.6	1.60	5.5	5.2	남서	223	-3.8	1023.9	-	12	
2021-01-01 07:45:00	2.4	서남서	238	13.72	28.11	1.17	6.7	1.71	6.5	4.7	남서	221	-3.7	1023.9	-	25	
2021-01-01 07:50:00	5.1	남남서	209	13.69	28.00	1.05	6.3	1.65	6.5	5.7	남서	221	-3.6	1023.9	-	18	
2021-01-01 07:55:00	5.3	서북서	284	13.70	28.04	1.12	6.3	1.58	6.0	4.7	남서	230	-3.9	1023.9	-	14	
2021-01-01 08:00:00	4.1	북서	322	13.70	28.13	1.15	6.2	1.40	5.5	3.9	남서	236	-4.0	1023.9	-	6	
2021-01-01 08:05:00	6.9	북북서	330	13.72	27.91	1.04	6.6	1.36	7.5	5.2	남서	219	-3.8	1023.9	-	359	
2021-01-01 08:10:00	1.1	북북서	331	13.68	27.80	1.01	6.5	1.37	5.5	5.2	남서	227	-3.7	1024.0	-	8	
2021-01-01 08:15:00	4.5	북서	321	13.66	27.72	1.02	6.8	1.20	8.0	4.8	남서	215	-3.8	1024.0	-	16	
2021-01-01 08:20:00	8.4	북서	316	13.67	27.31	1.04	6.1	1.53	7.0	4.8	남서	221	-3.9	1024.0	-	1	
2021-01-01 08:25:00	3.7	북서	324	13.69	27.90	1.13	6.9	1.72	6.0	5.1	남서	228	-3.9	1024.0	-	5	
2021-01-01 08:30:00	9.6	북서	309	13.70	28.00	1.07	6.2	1.66	6.0	5.0	남서	235	-3.9	1023.9	-	31	
2021-01-01 08:35:00	10.0	북북서	348	13.72	27.86	0.90	6.2	1.07	4.5	5.4	남서	229	-3.5	1024.0	-	358	
2021-01-01 08:40:00	7.2	서북서	289	13.70	27.85	0.97	6.3	1.26	5.0	5.2	남서	224	-3.6	1024.1	-	348	
2021-01-01 08:45:00	6.0	서북서	286	13.71	27.82	1.07	6.6	1.44	7.0	5.2	남서	217	-3.4	1024.0	-	5	
2021-01-01 08:50:00	11.6	서북서	301	13.72	27.81	0.90	6.5	1.18	5.5	5.6	남서	216	-3.2	1024.1	-	13	
2021-01-01 08:55:00	5.1	북	349	13.69	27.78	1.10	6.6	1.42	5.5	6.0	남서	216	-3.0	1024.2	-	14	
2021-01-01 09:00:00	3.0	남남서	200	13.64	27.82	1.09	6.7	1.42	7.5	7.0	남남서	212	-2.8	1024.1	-	10	
2021-01-01 09:05:00	6.3	서북서	297	13.67	27.80	1.08	6.7	1.52	7.0	7.6	남남서	212	-2.6	1024.0	-	8	
2021-01-01 09:10:00	5.7	북북서	346	13.68	27.83	1.00	6.6	1.31	6.0	6.1	남남서	207	-2.5	1024.1	-	8	
2021-01-01 09:15:00	4.8	북북서	339	13.67	27.74	0.96	6.1	1.35	5.5	5.2	남남서	208	-2.5	1024.1	-	17	
2021-01-01 09:20:00	0.3	동	80	13.67	27.69	0.85	6.3	1.22	7.5	5.8	남남서	207	-2.7	1024.1	-	17	
2021-01-01 09:25:00	3.1	서북서	299	13.65	27.80	0.82	5.9	1.05	6.5	5.8	남남서	205	-2.4	1024.0	-	357	
2021-01-01 09:30:00	8.8	북북서	340	13.66	27.80	0.78	5.8	1.16	5.5	5.1	남남서	205	-2.1	1024.0	-	52	
2021-01-01 09:35:00	9.2	북북서	344	13.67	27.71	0.96	6.1	1.37	5.5	5.9	남서	218	-2.2	1024.0	-	11	
2021-01-01 09:40:00	9.2	북북서	334	13.68	28.05	1.00	6.5	1.51	5.5	4.7	남서	222	-2.0	1024.0	-	35	
2021-01-01 09:45:00	7.1	북서	321	13.69	27.82	0.96	6.6	1.21	6.0	5.1	남서	229	-2.1	1024.0	-	20	
2021-01-01 09:50:00	7.7	북서	325	13.68	27.81	1.00	6.5	1.40	6.0	3.8	남서	226	-2.1	1024.0	-	8	
2021-01-01 09:55:00	2.3	서	277	13.67	27.76	0.87	6.2	1.32	5.5	3.8	남남서	204	-1.9	1024.0	-	10	
2021-01-01 10:00:00	3.7	서북서	285	13.65	27.83	0.93	6.0	1.38	6.0	3.1	남남서	211	-1.8	1024.1	-	35	
2021-01-01 10:05:00	8.3	북	357	13.66	27.86	0.86	7.0	1.31	5.5	3.7	남서	215	-1.7	1024.1	-	34	
2021-01-01 10:10:00	5.0	북북서	331	13.67	27.81	0.93	6.0	1.32	6.0	3.2	남서	226	-1.5	1024.0	-	29	
2021-01-01 10:15:00	5.8	북북서	328	13.69	27.88	0.79	5.6	1.52	7.5	1.9	남서	215	-1.2	1024.0	-	21	
2021-01-01 10:20:00	5.8	북서	307	13.69	27.88	0.83	6.9	1.02	6.0	1.9	남	189	-1.1	1023.9	-	47	
2021-01-01 10:25:00	5.0	북북서	327	13.68	27.82	0.86	6.7	1.35	5.0	2.5	남서	220	-1.2	1024.0	-	13	
2021-01-01 10:30:00	6.0	서북서	300	13.69	27.89	0.92	6.3	1.23	6.0	1.9	남서	234	-1.1	1024.0	-	13	
2021-01-01 10:35:00	8.9	북북서	343	13.66	27.81	0.82	6.5	1.23	7.0	2.6	남서	223	-0.8	1024.0	-	4	
2021-01-01 10:40:00	5.1	북서	309	13.67	27.84	0.89	6.7	1.39	7.0	1.6	서남서	240	-0.7	1023.9	-	30	
2021-01-01 10:45:00	7.2	북북서	328	13.68	27.45	0.82	6.0	1.05	6.0	2.1	서남서	252	-0.7	1023.9	-	30	
2021-01-01 10:50:00	11.4	북북서	332	13.68	28.01	0.69	6.1	0.96	7.0	2.1	서북서	287	-0.4	1023.8	-	6	
2021-01-01 10:55:00	8.7	북서	314	13.69	27.99	0.86	6.6	1.28	7.0	2.0	서	274	-0.5	1023.8	-	26	
2021-01-01 11:00:00	4.6	북북서	334	13.68	28.04	0.94	6.4	1.22	7.0	2.2	남서	229	-0.2	1023.7	-	16	
2021-01-01 11:05:00	4.4	북북서	340	13.68	28.03	0.81	5.8	1.09	6.5	2.2	남남서	203	-0.3	1023.6	-	10	
2021-01-01 11:10:00	9.1	북서	316	13.67	28.03	0.85	6.4	1.08	7.0	1.0	남	179	0.1	1023.6	-	39	
2021-01-01 11:15:00	4.6	북북서	346	13.68	27.98	0.83	6.9	1.16	7.5	0.6	남동	142	0.2	1023.5	-	18	
2021-01-01 11:20:00	6.2	북서	313	13.68	28.01	0.74	6.1	0.93	5.0	0.3	남남동	147	0.7	1023.4	-	22	
2021-01-01 11:25:00	5.9	북서	315	13.69	28.09	0.82	5.6	1.16	6.5	1.8	북북서	341	0.6	1023.2	-	163	
2021-01-01 11:30:00	5.5	서북서	300	13.69	27.99	0.80	6.8	1.02	8.0	2.9	북북동	15	0.6	1023.1	-	28	
2021-01-01 11:35:00	7.5	북북서	343	13.68	27.93	0.97	5.8	1.27	5.0	2.0	북북동	13	0.4	1023.0	-	31	
2021-01-01 11:40:00	11.1	북북서	339	13.68	28.04	0.97	6.3	1.24	5.5	2.9	북북서	340	0.7	1022.9	-	18	
2021-01-01 11:45:00	2.5	서	270	13.67	28.05	0.94	6.6	1.32	6.0	2.7	북서	317	1.1	1022.9	-	17	
2021-01-01 11:50:00	9.7	북	357	13.67	27.84	0.87	6.6	1.44	6.5	2.0	서남서	237	0.9	1022.6	-	1	
2021-01-01 11:55:00	5.6	북북서	337	13.68	27.77	0.75	6.2	1.13	7.0	3.2	서북서	297	0.9	1022.5	-	12	
2021-01-01 12:00:00	6.5	북	355	13.67	27.95	0.84	6.3	1.18	7.0	3.0	북북서	346	0.9	1022.3	-	8	
2021-01-01 12:05:00	7.9	북서	325	13.67	27.93	0.92	6.3	1.28	5.5	1.9	북북서	334	1.3	1022.2	-	12	
2021-01-01 12:10:00	3.6	서북서	289	13.68	27.89	0.80	6.0	1.13	5.5	1.5	동	101	1.2	1022.1	-	9	
2021-01-01 12:15:00	7.5	서북서	292	13.73	27.90	0.86	6.6	1.31	5.5	2.9	남	188	1.5	1022.0	-	19	
2021-01-01 12:20:00	5.2	서북서	289	13.74	27.92	0.99	6.6	1.22	5.0	3.5	남남서	209	1.3	1021.8	-	3	
2021-01-01 12:25:00	14.7	북북서	335	13.75	27.97	0.88	5.8	1.20	6.5	1.4	서	279	1.2	1021.8	-	357	
2021-01-01 12:30:00	4.5	북북서	333	13.75	27.92	0.89	5.4	1.33	5.5	2.2	남남서	212	1.3	1021.7	-	22	
2021-01-01 12:35:00	9.6	북서	312	13.75	28.08	0.82	5.8	1.02	7.5	3.4	남동	145	1.6	1021.5	-	23	
2021-01-01 12:40:00	6.7	북서	318	13.75	28.01	0.81	6.0	1.56	5.5	3.7	남서	215	1.7	1021.5	-	353	
2021-01-01 12:45:00	4.7	북서	324	13.76	28.04	0.84	5.8	1.18	7.0	1.6	남서	235	1.7	1021.6	-	37	
2021-01-01 12:50:00	8.2	북서	323	13.76	27.90	0.82	6.1	1.13	7.0	7.8	서북서	293	2.1	1021.3	-	348	
2021-01-01 12:55:00	4.6	서북서	302	13.75	28.25	0.92	6.5	1.04	8.0	9.8	서북서	300	2.3	1021.1	-	352	
2021-01-01 13:00:00	8.3	북	9	13.73	28.17	1.00	6.0	1.20	5.0	9.1	서북서	295	2.2	1021.2	-	359	
2021-01-01 13:05:00	9.8	서북서	300	13.73	28.27	0.91	6.2	1.17	5.5	9.2	서북서	301	2.2	1021.1	-	33	
2021-01-01 13:10:00	6.3	서북서	299	13.74	28.21	1.03	6.5	1.48	6.5	9.1	서북서	292	2.3	1021.0	-	12	
2021-01-01 13:15:00	6.6	북북서	337	13.73	27.69	0.82	5.5	1.12	5.5	9.3	서북서	301	2.5	1020.9	-	5	
2021-01-01 13:20:00	6.6	북	358	13.73	28.18	0.80	5.8	1.13	5.5	8.4	서북서	295	2.5	1020.8	-	53	
2021-01-01 13:25:00	6.1	북서	313	13.74	27.99	0.96	5.8	1.20	5.5	7.2	서북서	296	2.4	1020.7	-	7	
2021-01-01 13:30:00	8.1	북	354	13.74	27.89	0.85	5.8	1.08	4.5	7.0	서북서	299	2.4	1020.7	-	359	
2021-01-01 13:35:00	3.7	북북서	348	13.73	27.97	0.92	5.6	1.49	6.5	8.6	북서	306	2.6	1020.5	-	12	
2021-01-01 13:40:00	8.0	북	356	13.73	28.00	0.87	5.4	1.13	6.5	7.4	서북서	300	2.5	1020.6	-	17	
2021-01-01 13:45:00	8.4	서북서	301	13.74	28.15	0.95	6.0	1.32	6.0	6.0	북서	308	2.5	1020.5	-	5	
2021-01-01 13:50:00	8.5	북북서	327	13.75	27.76	0.75	5.9	1.02	7.5	8.0	북서	310	2.8	1020.4	-	3	
2021-01-01 13:55:00	12.8	북북서	330	13.75	27.98	0.94	5.6	1.38	6.0	6.0	북서	318	2.8	1020.4	-	348	
2021-01-01 14:00:00	6.7	북서	312	13.75	27.96	0.89	5.7	1.38	6.5	7.6	북서	315	2.8	1020.3	-	4	
2021-01-01 14:05:00	5.9	북서	326	13.75	28.21	0.83	5.8	1.03	4.5	8.0	북서	322	2.9	1020.3	-	28	
2021-01-01 14:10:00	6.8	북서	318	13.74	28.27	0.93	6.1	1.10	5.5	9.0	북서	310	3.0	1020.3	-	26	
2021-01-01 14:15:00	5.6	서남서	246	13.73	28.07	0.92	5.8	1.18	4.5	7.5	북서	307	3.0	1020.3	-	172	
2021-01-01 14:20:00	5.5	북서	321	13.73	28.28	0.94	6.0	1.16	5.0	8.0	북서	313	3.1	1020.2	-	16	
2021-01-01 14:25:00	9.0	북북서	328	13.73	28.22	0.85	5.9	1.09	7.0	7.0	북서	315	2.8	1020.3	-	357	
2021-01-01 14:30:00	6.5	서	281	13.73	28.18	0.94	5.2	1.16	5.5	6.5	북서	312	3.0	1020.3	-	3	
2021-01-01 14:35:00	6.4	서북서	303	13.73	28.11	0.79	6.3	1.09	5.5	8.3	북서	304	3.1	1020.3	-	25	
2021-01-01 14:40:00	6.2	북북서	336	13.72	28.17	1.03	5.9	1.55	6.0	7.6	북서	321	3.2	1020.2	-	357	
2021-01-01 14:45:00	4.0	북서	308	13.72	28.12	1.01	6.1	1.52	6.0	7.2	북북서	328	3.2	1020.3	-	7	
2021-01-01 14:50:00	7.9	북서	311	13.72	28.19	1.06	5.9	1.41	5.0	6.6	북서	312	2.9	1020.4	-	1	
2021-01-01 14:55:00	8.5	북서	317	13.74	28.22	1.01	6.0	1.39	5.5	6.5	북서	314	3.0	1020.4	-	345	
2021-01-01 15:00:00	5.9	북북서	331	13.74	28.23	0.98	5.8	1.25	5.0	6.0	북서	309	2.9	1020.5	-	24	
2021-01-01 15:05:00	10.0	서북서	301	13.74	28.22	0.88	5.7	1.14	5.0	4.3	북북서	329	2.8	1020.6	-	8	
2021-01-01 15:10:00	6.6	북서	315	13.75	28.05	0.88	5.8	1.18	6.5	4.8	북서	318	2.9	1020.7	-	351	
2021-01-01 15:15:00	6.8	서북서	297	13.75	28.28	0.92	5.5	1.35	5.5	3.4	북서	310	3.0	1020.8	-	19	
2021-01-01 15:20:00	5.0	서	261	13.75	28.18	0.96	5.6	1.69	5.5	4.3	서북서	303	3.3	1020.8	-	357	
2021-01-01 15:25:00	7.6	북서	307	13.74	28.30	0.96	5.6	1.84	5.0	4.2	서북서	283	3.1	1020.8	-	84	
2021-01-01 15:30:00	9.5	북서	323	13.74	28.21	0.87	5.7	1.20	6.5	4.7	서남서	252	3.2	1020.7	-	8	
2021-01-01 15:35:00	8.1	북서	326	13.73	28.26	1.02	6.1	1.51	5.0	4.0	서	264	3.1	1020.7	-	199	
2021-01-01 15:40:00	6.6	북북서	335	13.73	28.34	0.97	5.7	1.27	4.5	5.6	서	259	3.1	1020.7	-	355	
2021-01-01 15:45:00	10.0	북북서	348	13.72	28.21	0.90	5.3	1.23	6.0	7.1	서남서	249	3.1	1020.7	-	352	
2021-01-01 15:50:00	10.8	북북서	335	13.71	28.16	1.00	5.8	1.36	5.5	7.0	서남서	247	2.9	1020.8	-	266	
2021-01-01 15:55:00	8.5	북서	326	13.70	28.22	0.89	5.8	1.55	6.0	7.4	서남서	253	2.9	1020.8	-	352	
2021-01-01 16:00:00	8.5	북북서	334	13.71	28.33	0.96	5.7	1.22	5.5	7.5	서남서	242	2.8	1020.8	-	8	
2021-01-01 16:05:00	11.6	북북서	335	13.69	28.38	0.90	5.6	1.21	5.5	7.0	서남서	246	2.9	1020.8	-	260	
